Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR	05	03450	Booneville School District	"7,561"	"1,268"	304
AR	05	03480	Bradford School District	"3,000"	539	160
AR	05	03630	Brinkley School District	"4,171"	656	263
AR	05	03640	Brookland School District	"9,179"	"1,724"	267
AR	05	03690	Bryant Public Schools	"50,154"	"9,567"	"1,126"
AR	05	03710	Buffalo Island Central School District	"4,999"	879	180
AR	05	03750	Cabot Public Schools	"50,442"	"10,423"	"1,446"
AR	05	03770	Caddo Hills School District	"3,610"	603	177
AR	05	03840	Calico Rock School District	"3,537"	394	97
AR	05	06060	Camden Fairview School District	"16,987"	"2,708"	835
AR	05	03960	Carlisle School District	"4,395"	768	129
AR	05	04050	Cave City School District	"8,292"	"1,499"	448
AR	05	00070	Cedar Ridge School District	"5,511"	"1,007"	210
AR	05	04080	Cedarville School District	"5,199"	"1,017"	172
AR	05	06690	Centerpoint School District	"5,459"	"1,000"	331
AR	05	04200	Charleston School District	"4,880"	873	185
AR	05	04350	Clarendon School District	"3,448"	512	152
AR	05	04380	Clarksville School District	"14,346"	"2,631"	626
AR	05	00067	Cleveland County School District	"5,369"	988	235
AR	05	04410	Clinton School District	"8,897"	"1,359"	384
AR	05	04560	Concord Public Schools	"4,414"	744	154
AR	05	04590	Conway Public Schools	"74,760"	"11,693"	"1,725"
AR	05	00009	Corning Public Schools	"6,750"	"1,131"	302
AR	05	00405	Cossatot River School District	"5,220"	"1,033"	349
AR	05	04680	Cotter School District	"4,466"	666	157
AR	05	04740	County Line School District	"3,375"	591	134
AR	05	07740	Cross County School District	"3,576"	570	163
AR	05	04800	Crossett School District	"11,529"	"1,917"	609
AR	05	04860	Cutter-Morning Star School District	"3,613"	669	195
AR	05	04890	Danville School District	"4,010"	859	261
AR	05	04930	Dardanelle Public Schools	"10,302"	"1,827"	430
AR	05	00049	De Queen School District	"13,557"	"2,849"	837
AR	05	00001	DeWitt School District	"8,570"	"1,321"	372
AR	05	04980	Decatur School District	"3,687"	709	149
AR	05	00072	Deer/Mount Judea School District	"2,271"	323	103
AR	05	05170	Dermott School District	"3,576"	485	167
AR	05	05190	Des Arc Public Schools	"3,418"	527	127
AR	05	05340	Dierks School District	"2,858"	479	126
AR	05	05410	Dollarway School District	"12,260"	"1,635"	675
AR	05	05430	Dover School District	"8,156"	"1,435"	235
AR	05	05470	Drew Central School District	"6,392"	960	214
AR	05	05500	Dumas School District	"11,305"	"1,473"	514
AR	05	05550	Earle School District	"3,094"	675	293
AR	05	05580	East End School District	"3,956"	697	212
AR	05	00048	East Poinsett County School District	"3,552"	617	210
AR	05	05680	El Dorado School District	"25,438"	"4,448"	"1,463"
AR	05	05760	Elkins School District	"5,476"	"1,096"	147
AR	05	00068	Emerson-Taylor-Bradley School District	"5,521"	927	255
AR	05	05850	England School District	"4,395"	775	210
AR	05	05970	Eureka Springs School District	"8,084"	788	245
AR	05	06090	Farmington School District	"11,977"	"2,458"	310
AR	05	06120	Fayetteville School District	"85,294"	"11,083"	"1,815"
AR	05	06150	Flippin School District	"7,104"	879	281
AR	05	06210	Fordyce School District	"5,470"	987	218
AR	05	06240	Foreman School District	"2,645"	488	105
AR	05	06270	Forrest City School District	"22,493"	"3,554"	"1,488"
AR	05	06330	Fort Smith Public Schools	"90,189"	"15,575"	"5,287"
AR	05	06360	Fouke School District	"5,782"	"1,136"	266
AR	05	06420	Fountain Lake School District	"15,095"	"1,302"	252
AR	05	04110	Genoa Central School District	"4,676"	952	256
AR	05	06540	Gentry Public Schools	"8,339"	"1,760"	444
AR	05	06630	Glen Rose School District	"5,382"	993	222
AR	05	00029	Gosnell School District	"5,563"	"1,237"	276
AR	05	06840	Gravette School District	"16,114"	"2,246"	497
AR	05	06870	Green Forest School District	"7,465"	"1,482"	369
AR	05	06900	Greenbrier School District	"16,025"	"3,398"	360
AR	05	13080	Greene County Technical School District	"19,345"	"3,612"	695
AR	05	06930	Greenland Public Schools	"6,877"	"1,330"	367
AR	05	06990	Greenwood School District	"19,996"	"3,882"	718
AR	05	07110	Gurdon School District	"4,349"	773	221
AR	05	07140	Guy-Perkins Schools	"2,689"	525	116
AR	05	07170	Hackett Public Schools	"2,947"	547	136
AR	05	00042	Hamburg School District	"9,121"	"1,625"	564
AR	05	07230	Hampton School District	"3,937"	517	122
AR	05	07290	Harmony Grove School District	"5,042"	930	229
AR	05	07320	Harmony Grove School District	"6,080"	"1,133"	207
AR	05	07350	Harrisburg School District	"7,104"	"1,263"	292
AR	05	07380	Harrison School District	"21,253"	"3,374"	712
AR	05	07410	Hartford School District	"3,195"	560	212
AR	05	07530	Hazen School District	"4,744"	718	181
AR	05	07560	Heber Springs School District	"11,829"	"1,764"	456
AR	05	07620	Hector School District	"3,712"	664	141
AR	05	07680	Helena-West Helena School District	"13,127"	"2,600"	"1,393"
AR	05	07710	Hermitage School District	"2,733"	472	166
AR	05	07770	Highland School District	"12,218"	"1,655"	526
AR	05	00071	Hillcrest School District	"3,714"	679	119
AR	05	07840	Hope School District	"15,652"	"3,047"	"1,030"
AR	05	07860	Horatio School District	"4,066"	860	236
AR	05	07890	Hot Springs School District	"30,657"	"4,030"	"1,437"
AR	05	07990	Hoxie School District	"3,806"	684	243
AR	05	08010	Hughes School District	"3,015"	507	256
AR	05	08130	Huntsville School District	"14,594"	"2,532"	669
AR	05	00021	Izard Cty Consolidated Schools	"4,757"	579	178
AR	05	13230	Jackson County School District	"4,492"	747	206
AR	05	08240	Jasper School District	"5,721"	884	270
AR	05	07920	Jessieville School District	"7,180"	789	172
AR	05	08280	Jonesboro Public Schools	"38,016"	"6,438"	"2,657"
AR	05	08340	Junction City School District	"3,022"	525	147
AR	05	08490	Kirby School District	"2,841"	518	145
AR	05	00065	Lafayette County School District	"5,359"	853	272
AR	05	08610	Lake Hamilton School District	"24,952"	"4,489"	974
AR	05	08640	Lakeside School District	"8,417"	"1,465"	611
AR	05	08670	Lakeside School District	"18,188"	"3,033"	495
AR	05	08700	Lamar School District	"6,986"	"1,106"	288
AR	05	08730	Lavaca Public Schools	"5,054"	913	175
AR	05	00082	Lawrence County School District	"8,069"	"1,263"	325
AR	05	03420	Lead Hill School District	"2,833"	409	147
AR	05	09360	Lee County School District	"9,860"	"1,404"	589
AR	05	08940	Lincoln School District	"7,677"	"1,580"	349
AR	05	09000	Little Rock School District	"183,359"	"30,241"	"7,299"
AR	05	09060	Lonoke School District	"10,426"	"1,825"	388
AR	05	09150	Magazine Schools	"2,638"	499	128
AR	05	09190	Magnet Cove School District	"3,196"	588	78
AR	05	00044	Magnolia School District	"19,062"	"2,942"	867
AR	05	09240	Malvern Special School District	"18,531"	"2,822"	727
AR	05	09270	Mammoth Spring Schools	"3,070"	482	143
AR	05	00046	Manila School District	"4,946"	902	311
AR	05	09330	Mansfield School District	"5,853"	"1,094"	257
AR	05	09390	Marion School District	"20,883"	"4,175"	975
AR	05	09420	Marked Tree School District	"3,720"	609	251
AR	05	00016	Marmaduke School District	"3,981"	758	190
AR	05	09510	Marvell School District	"3,955"	670	351
AR	05	09540	Mayflower School District	"6,550"	"1,022"	144
AR	05	09570	Maynard School District	"3,344"	622	146
AR	05	09600	McCrory School District	"3,348"	590	180
AR	05	09630	McGehee School District	"6,451"	"1,167"	423
AR	05	09720	Melbourne School District	"5,256"	854	212
AR	05	09750	Mena Public Schools	"13,053"	"2,177"	626
AR	05	00020	Midland School District	"4,090"	726	151
AR	05	09780	Mineral Springs School District	"3,850"	668	141
AR	05	09840	Monticello School District	"11,339"	"1,917"	501
AR	05	09990	Mount Ida School District	"4,054"	514	173
AR	05	10080	Mount Vernon-Enola School District	"3,131"	575	77
AR	05	00043	Mountain Home School District	"32,573"	"4,237"	980
AR	05	10170	Mountain Pine School District	"4,179"	670	227
AR	05	10200	Mountain View School District	"12,284"	"1,875"	656
AR	05	10260	Mountainburg Schools	"4,714"	816	188
AR	05	10290	Mulberry School District	"4,215"	680	154
AR	05	10380	Nashville School District	"9,308"	"1,806"	534
AR	05	10410	Nemo Vista School District	"2,419"	462	102
AR	05	10440	Nettleton School District	"24,876"	"3,998"	"1,203"
AR	05	00030	Nevada School District	"2,839"	452	90
AR	05	00023	Newport School District	"11,403"	"1,555"	532
AR	05	10560	Norfork Schools	"3,742"	531	104
AR	05	10620	Norphlet School District	"2,481"	400	88
AR	05	10680	North Little Rock School District	"57,682"	"9,702"	"2,844"
AR	05	10920	Omaha School District	"2,810"	458	99
AR	05	10950	Osceola School District	"7,387"	"1,489"	644
AR	05	00073	Ouachita River School District	"4,229"	713	188
AR	05	10980	Ouachita School District	"2,019"	349	65
AR	05	00076	Ozark Mountain School District	"4,937"	758	210
AR	05	11010	Ozark School District	"10,780"	"1,903"	454
AR	05	00051	Palestine-Wheatley School District	"2,225"	375	118
AR	05	11070	Pangburn School District	"3,487"	575	140
AR	05	00017	Paragould School District	"20,890"	"3,604"	805
AR	05	11130	Paris School District	"7,150"	"1,089"	271
AR	05	11220	Parkers Chapel School District	"2,729"	554	91
AR	05	03030	Pea Ridge School District	"8,765"	"1,991"	246
AR	05	11340	Perryville School District	"5,146"	851	166
AR	05	11370	Piggott School District	"5,485"	866	195
AR	05	00026	Pine Bluff School District	"29,973"	"5,356"	"2,041"
AR	05	11610	Pocahontas School District	"11,052"	"1,799"	454
AR	05	11700	Pottsville Public Schools	"5,871"	"1,177"	193
AR	05	11730	Poyen School District	"1,204"	212	37
AR	05	11760	Prairie Grove School District	"9,895"	"2,097"	338
AR	05	11820	Prescott School District	"5,154"	852	324
AR	05	11850	Pulaski County Special School District	"157,046"	"26,809"	"4,357"
AR	05	11880	Quitman School District	"4,973"	824	184
AR	05	04370	Rector School District	"3,784"	606	133
AR	05	00012	Riverside School District	"4,534"	887	156
AR	05	08400	Riverview School District	"8,044"	"1,355"	440
AR	05	11970	Rogers Public Schools	"88,932"	"17,561"	"2,999"
AR	05	12000	Rose Bud School District	"4,684"	875	208
AR	05	12060	Russellville Schools	"38,511"	"5,995"	"1,507"
AR	05	12090	Salem School District	"4,638"	720	212
AR	05	12180	Scranton School District	"2,319"	463	167
AR	05	09480	Searcy County School District	"6,529"	972	358
AR	05	12210	Searcy School District	"33,120"	"5,138"	"1,050"
AR	05	00015	Sheridan School District	"26,911"	"4,928"	752
AR	05	12420	Shirley School District	"4,386"	532	157
AR	05	12450	Siloam Springs Schools	"23,803"	"4,692"	785
AR	05	12480	Sloan-Hendrix School District	"4,134"	715	235
AR	05	12510	Smackover School District	"4,111"	723	169
AR	05	12520	South Conway County School District	"15,642"	"2,684"	650
AR	05	00045	South Mississippi County School District	"6,170"	"1,127"	361
AR	05	10320	South Pike County School District	"5,043"	795	174
AR	05	12570	South Side-Bee Branch School District	"3,349"	582	134
AR	05	12540	Southside School District	"5,414"	"1,002"	266
AR	05	12630	Spring Hill School District	"1,468"	324	68
AR	05	12660	Springdale School District	"98,648"	"21,308"	"4,871"
AR	05	00028	Star City School District	"9,096"	"1,631"	431
AR	05	12870	Stephens School District	"3,207"	487	133
AR	05	12930	Strong School District	"3,200"	497	133
AR	05	12960	Stuttgart School District	"10,442"	"1,777"	474
AR	05	13110	Texarkana School District	"32,620"	"5,268"	"1,670"
AR	05	00047	Trumann Schools	"9,660"	"1,654"	579
AR	05	00079	Two Rivers School District	"7,084"	"1,215"	314
AR	05	13350	Valley Springs School District	"4,277"	773	186
AR	05	13380	Valley View School District	"10,685"	"2,500"	266
AR	05	13410	Van Buren School District	"33,119"	"6,347"	"1,469"
AR	05	13530	Vilonia School District	"15,881"	"3,440"	336
AR	05	13560	Viola School District	"3,187"	513	151
AR	05	13680	Waldron School District	"9,019"	"1,609"	549
AR	05	00006	Warren School District	"8,404"	"1,366"	504
AR	05	13930	Watson Chapel School District	"15,932"	"2,650"	891
AR	05	14010	West Fork School District	"5,922"	"1,134"	126
AR	05	08040	West Memphis School District	"24,853"	"5,058"	"2,580"
AR	05	14040	West Side School District	"4,629"	546	109
AR	05	00041	Western Yell County School District	"2,746"	516	104
AR	05	04020	Westside Consolidated School District	"9,654"	"1,924"	459
AR	05	14020	Westside School District	"4,058"	772	229
AR	05	04170	White County Central School District	"3,847"	723	163
AR	05	14140	White Hall School District	"13,718"	"2,675"	756
AR	05	14370	Wonderview School District	"2,834"	450	77
AR	05	14400	Woodlawn School District	"2,770"	514	84
AR	05	14430	Wynne Public Schools	"13,803"	"2,426"	779
AR	05	14490	Yellville-Summit School District	"6,148"	869	269
CA	06	01620	ABC Unified School District	"109,312"	"18,219"	"3,362"
CA	06	01650	Acalanes Union High School District	"114,533"	"6,023"	421
CA	06	01680	Ackerman Elementary School District	"2,749"	270	36
CA	06	00001	Acton-Agua Dulce Unified School District	"12,992"	"1,996"	193
CA	06	01710	Adelanto Elementary School District	"58,909"	"7,146"	"2,848"
CA	06	01770	Alameda City Unified School District	"78,732"	"11,301"	"1,240"
CA	06	01860	Albany City Unified School District	"19,790"	"3,274"	275
CA	06	01890	Alexander Valley Union Elementary School District	908	96	12
CA	06	00153	Alhambra Unified School District	"174,494"	"17,667"	"4,540"
CA	06	01950	Alisal Union Elementary School District	"59,527"	"7,902"	"2,499"
CA	06	01980	Allensworth Elementary School District	493	95	44
CA	06	02010	Alpaugh Unified School District	"1,392"	368	174
CA	06	02070	Alpine County Unified School District	"1,116"	186	40
CA	06	02100	Alpine Union Elementary School District	"19,258"	"2,168"	228
CA	06	02160	Alta Loma Elementary School District	"56,424"	"6,176"	726
CA	06	02220	Alta Vista Elementary School District	"3,172"	522	282
CA	06	02250	Alta-Dutch Flat Union Elementary School District	"1,906"	146	53
CA	06	02310	Alum Rock Union Elementary School District	"117,142"	"15,703"	"2,825"
CA	06	02360	Alview-Dairyland Union Elementary School District	"1,831"	266	83
CA	06	02370	Alvina Elementary School District	672	153	53
CA	06	02430	Alvord Unified School District	"111,596"	"22,777"	"5,189"
CA	06	02450	Amador County Unified School District	"36,742"	"4,262"	700
CA	06	02610	Anaheim Elementary School District	"205,370"	"20,896"	"5,803"
CA	06	02630	Anaheim Union High School District	"403,886"	"35,971"	"8,040"
CA	06	02700	Anderson Union High School District	"38,925"	"2,273"	426
CA	06	02730	Anderson Valley Unified School District	"2,962"	526	140
CA	06	02760	Antelope Elementary School District	"5,692"	566	127
CA	06	02820	Antelope Valley Union Joint High School District	"384,861"	"28,235"	"7,013"
CA	06	02850	Antioch Unified School District	"113,376"	"22,702"	"4,156"
CA	06	00017	Apple Valley Unified School District	"80,648"	"15,544"	"4,366"
CA	06	02970	Arcadia Unified School District	"59,525"	"9,547"	"1,189"
CA	06	03000	Arcata Elementary School District	"14,564"	818	276
CA	06	03060	Arcohe Union Elementary School District	"4,822"	545	145
CA	06	03090	Arena Union Elementary School District	"3,253"	287	78
CA	06	03180	Armona Union Elementary School District	"6,554"	"1,125"	389
CA	06	91136	Aromas-San Juan Unified School District	"4,698"	710	158
CA	06	03270	Arvin Union Elementary School District	"20,585"	"3,725"	"1,578"
CA	06	03300	Atascadero Unified School District	"37,043"	"5,457"	618
CA	06	03420	Atwater Elementary School District	"35,201"	"4,979"	"1,601"
CA	06	03480	Auburn Union Elementary School District	"35,155"	"3,212"	424
CA	06	03600	Azusa Unified School District	"68,853"	"12,446"	"3,242"
CA	06	03610	Baker Valley Unified School District	"1,010"	222	51
CA	06	03630	Bakersfield City Elementary School District	"193,719"	"29,499"	"13,330"
CA	06	03690	Baldwin Park Unified School District	"76,957"	"15,589"	"4,480"
CA	06	03720	Ballard Elementary School District	"1,492"	147	20
CA	06	03750	Ballico-Cressey Elementary School District	"2,167"	312	106
CA	06	03780	Bangor Union Elementary School District	"1,275"	141	26
CA	06	03840	Banning Unified School District	"35,626"	"5,765"	"2,014"
CA	06	03870	Banta Elementary School District	"5,436"	227	48
CA	06	04020	Barstow Unified School District	"34,865"	"6,692"	"2,419"
CA	06	04080	Bass Lake Joint Union Elementary School District	"12,391"	"1,068"	170
CA	06	04110	Bassett Unified School District	"27,476"	"5,325"	"1,475"
CA	06	04200	Bayshore Elementary School District	"6,055"	708	163
CA	06	04230	Bear Valley Unified School District	"19,230"	"2,892"	572
CA	06	04260	Beardsley Elementary School District	"17,783"	"1,941"	765
CA	06	04290	Beaumont Unified School District	"50,801"	"9,006"	"1,494"
CA	06	04350	Bella Vista Elementary School District	"3,837"	361	62
CA	06	04500	Belleview Elementary School District	"1,712"	134	21
CA	06	04380	Bellevue Union Elementary School District	"25,364"	"2,689"	609
CA	06	04440	Bellflower Unified School District	"83,789"	"15,432"	"3,199"
CA	06	04530	Belmont-Redwood Shores Elementary School District	"43,091"	"4,416"	215
CA	06	04560	Belridge Elementary School District	124	23	10
CA	06	04620	Benicia Unified School District	"28,304"	"4,936"	284
CA	06	04650	Bennett Valley Union Elementary School District	"9,836"	735	61
CA	06	04740	Berkeley Unified School District	"119,919"	"9,879"	996
CA	06	04800	Berryessa Union Elementary School District	"84,482"	"9,442"	831
CA	06	04830	Beverly Hills Unified School District	"35,187"	"5,050"	688
CA	06	04860	Big Creek Elementary School District	461	86	20
CA	06	04890	Big Lagoon Union Elementary School District	456	33	5
CA	06	91137	Big Oak Flat-Groveland Unified School District	"5,187"	582	76
CA	06	04950	Big Pine Unified School District	"1,846"	234	66
CA	06	04980	Big Springs Union Elementary School District	"1,753"	177	49
CA	06	05010	Big Valley Joint Unified School District	"1,657"	251	39
CA	06	05040	Biggs Unified School District	"3,556"	703	220
CA	06	01409	Bishop Unified School District	"12,879"	"1,898"	314
CA	06	05190	Bitterwater-Tully Union Elementary School District	130	10	1
CA	06	05220	Black Butte Union Elementary School District	"4,430"	298	68
CA	06	05240	Black Oak Mine Unified School District	"13,726"	"1,964"	199
CA	06	05250	Blake Elementary School District	176	11	3
CA	06	05280	Blochman Union Elementary School District	756	75	14
CA	06	05400	Blue Lake Union Elementary School District	"2,518"	233	31
CA	06	05490	Bogus Elementary School District	359	20	9
CA	06	05520	Bolinas-Stinson Union Elementary School District	"2,416"	166	34
CA	06	05610	Bonita Unified School District	"63,101"	"9,816"	"1,026"
CA	06	05640	Bonny Doon Union Elementary School District	"3,036"	185	22
CA	06	05670	Bonsall Union Elementary School District	"17,996"	"1,966"	286
CA	06	05700	Borrego Springs Unified School District	"4,079"	506	133
CA	06	05730	Bradley Union Elementary School District	458	39	9
CA	06	05790	Brawley Elementary School District	"26,335"	"3,867"	"1,162"
